"SeineRowID","SampleRowID","SeineDirectionCode","SeineLength","SeineWidth","SeineDepth","SeineComments"
"{2ABE862E-241F-4304-A5C8-5F861F5BFD21}","{78C602FC-FB5E-4A7C-B0AE-23A5BF951AC7}","P",20.00,10.00,0.55,
"{2B06D825-5A15-4FDA-9A15-E6D333707302}","{9AB4C0DD-0FB1-4140-990F-570EED726F79}",,20.00,10.00,0.91,
"{2B0FEF3B-7E04-4F64-9843-EBD6CD9C18CD}","{35C5CD98-D9B5-4FCF-BF57-330793A2C3A2}","P",20.00,10.00,1.06,
"{2B27DBC7-3B6D-4046-A6E4-691EADDD814F}","{DDE8B7F6-155B-43A3-9380-3D70DE4E7CE7}",,20.00,10.00,,
"{2B4C0355-8992-4099-AD41-AE7675FE999B}","{A0C5F067-A3DB-45CA-847E-7DED2BD60E4D}","P",20.00,10.00,0.80,
"{2B4F8B07-10B0-4DEC-88FC-5E693465965B}","{615C186F-E9B6-44B8-AF43-A13FA77AEDEC}","P",20.00,10.00,1.03,
"{2BCABCFD-92C3-48C5-8BE6-A4FDCBFAED38}","{CB809280-770B-4348-84DC-5B294B57C4FF}","P",20.00,10.00,0.75,
"{2BCC62CD-08FD-4A21-AE1C-D5A2A6906DDD}","{A1A91CE3-A298-4426-8622-F90E2581F94A}",,20.00,10.00,,
"{2BCC8051-D83D-4B99-AC89-A088BC22B067}","{03A48436-6197-4E01-8C6D-A7A29EE8F76C}","P",20.00,10.00,1.08,"seine#1"
"{2BD9ED27-87BE-4AC9-B350-9F9C8890091D}","{4E5CB9E6-CB85-4B56-A23F-85913DA6BC74}","P",20.00,10.00,1.10,
"{2BED3CA6-33AA-4D45-88EA-6E86C3BE643F}","{6ABBC0DB-8990-4FA1-8B70-02B7DEB4A829}",,20.00,10.00,1.20,
"{2C1132AC-DB1D-4566-B9FE-EFA5D04249C4}","{5F1F6878-0082-4362-BF2B-ACF0E7F756DE}",,20.00,10.00,,
"{2C312981-DC8E-4AA3-A08C-27DF826326A4}","{D30ABB34-FABC-4E4E-B493-2A8DF017E502}","P",20.00,10.00,1.01,
"{2C775DA3-00B3-4F5C-B1DB-D810FB6C0DCC}","{2CA47369-D880-4E0F-BA29-88273D0D9D19}",,20.00,10.00,,
"{2C89DF91-F605-4539-A612-5C3A9A09C095}","{CF47AA6A-EEA1-4FF1-9D9D-A19CC9C61A3E}",,20.00,10.00,1.10,
"{2C971366-9B01-4162-8DEC-844250CF9B0A}","{C0E7B04F-0D9F-4271-9B05-F8C181682789}","P",20.00,10.00,0.75,"crew: Alpa Wintzer, John Durand, Mariah Meek, and Sabra Purdy"
"{2C9E354C-E57F-47CB-9F8B-71C5B154FFA4}","{D7824FC4-1ED4-4849-8CCA-27589D4473B8}","P",20.00,10.00,1.10,
"{2CCCDA7B-B5ED-4738-B248-BB7E36FFDBA9}","{B953A392-44D6-4F31-9542-E93589FB3CC2}",,20.00,10.00,1.00,
"{2CDA380B-7FE7-4C6D-A106-873D3D099931}","{0109DC11-07F8-4854-8D09-19249A8B7898}","P",20.00,10.00,0.88,
"{2CDAC923-39FD-4A84-A446-A7E43F63BFE3}","{20AA5DC3-2E84-4A7A-BDF3-F80867BE6A4A}","P",20.00,10.00,0.83,
"{2D49FC8D-4AA3-43A7-B6DE-AB47E6A7725D}","{413B2400-57ED-4815-8955-68B770438723}","P",20.00,10.00,0.62,
"{2D5846A2-2C0E-41E7-AD5F-78F6C2AE97C8}","{F0A3E82F-EE26-4999-ABA1-3318B7446D99}",,20.00,10.00,,
"{2D84F6CD-0F7C-4E84-BC90-6168657BF1CF}","{DDED24BD-16E1-45C4-A64B-0928817C8695}","P",20.00,10.00,0.70,
"{2DD535CF-D1E2-4424-BA7E-0AE942E5FE7D}","{BA73C0C0-CFC9-4FFB-9575-2A795D53DEC9}","P",20.00,10.00,0.90,
"{2DE11D81-42E7-4DC1-BF67-039C12239210}","{0EE8B8F2-AD0D-4016-A0C0-304CC7C1FA4B}",,20.00,10.00,,
"{2DE36C5E-DE1F-42AD-B1F4-A8A29DE2AB92}","{5979A201-1514-4438-975D-93167748045F}",,20.00,10.00,1.10,
"{2E674B08-7516-45B4-84BA-3D8447F5CE83}","{7EC0F675-6F1B-40D1-9A16-0BD2955D05A5}","P",20.00,10.00,0.58,
"{2E6F2F1B-117D-4C60-BC25-F7A4C2763195}","{72E46E24-33C0-4B62-A8F5-E5B62820E50C}",,20.00,10.00,,
"{2EA754F8-18A4-4643-AFD5-50AC8E94D713}","{4C199852-F8AE-47F2-AE58-8E88EED0B615}","P",20.00,10.00,0.50,"crew: MY, KP, AC, TO; seine#1"
"{2F2CA0FF-EE88-4E53-84A8-1C14F59E6543}","{CB8BD8E9-C980-44DE-B5C2-1724CDC3AAB6}","P",20.00,10.00,0.65,
"{2F4F159C-28C8-4534-9F5C-1B7C132C204C}","{536562DF-53CB-4F39-BCA4-81CA8D930F06}","P",20.00,10.00,1.06,
"{2FA02A81-49C0-42F7-8054-08E8D1AD5E41}","{2B1C0343-C66B-423F-B7B0-483A7EEE34CC}",,20.00,10.00,0.90,
"{2FD91A4D-3EA0-4561-AC8C-190C984017F8}","{8E69A6FD-3DFE-42EB-94DC-F3D0FE1E0339}","P",20.00,10.00,0.80,"seine#2"
"{2FE16634-AC19-4059-9599-D8E91187D94F}","{41B60948-A683-48FA-8B94-37B878CD9DAE}","P",20.00,10.00,0.97,
"{30269A41-3894-44AC-BE55-DBD4EE43D2C8}","{43C33A50-7CD9-44DC-BEE3-D4B9816F0122}","P",20.00,10.00,0.65,
"{302885D8-DCAC-4D31-943F-1E3E7D609FDF}","{077EF7D1-8EDF-4160-9D2A-C77D7C234258}","P",20.00,10.00,0.67,
"{302A6BF0-D69D-4387-9413-D8B2AA296162}","{56B98D9F-88CE-4CDB-861B-50C78D875DC3}","P",20.00,10.00,0.49,
"{302E2E8B-E0AE-40BB-BBD0-EE3C9A0296E7}","{CDCE1DA0-CEEC-4A29-9074-AA54234D69D6}","P",20.00,10.00,0.90,"seine#1"
"{302F1F17-DAC3-47D1-A594-DAF97E4D14A4}","{5F08A005-B1DF-4D3A-9125-62DE070F321D}",,20.00,10.00,0.50,
"{30BC61BD-0021-4BD3-8F82-D098D9A9BEF1}","{A7343A57-02A1-4F82-AA58-8426E668D226}","P",20.00,10.00,0.90,
"{30C4FABB-F4BB-4D29-903F-A1F19ACFDC36}","{4D6EFD1F-EF6E-4FC5-B4C3-AF9B8C8C5B92}","P",20.00,10.00,0.64,
"{30FAF1BF-CCB6-4D19-A270-EF4DEC879E74}","{F1DF4A73-EF6F-4C04-8280-813D8D2E86A6}",,20.00,10.00,,
"{3127B355-D687-4FA4-8024-23C9AC34FBB6}","{2E62D04E-B025-4176-AC96-76AFAC14E6F6}",,20.00,10.00,1.00,
"{3132CC1D-94E1-48B7-B95B-765F6AA8B705}","{A4FFA8F3-9C98-4C43-9A4B-1BB810C52198}",,20.00,10.00,0.70,"DROPPED RWK BEFORE GOT TO IDENTIFY IT FOR SURE"
"{31573312-255A-4A89-A910-3FB88CD7582F}","{180D20B7-C314-4DF2-878B-5E71DDA1A261}",,20.00,10.00,,
"{3196972F-4F0B-4AAB-8EC2-D66254B4FDAE}","{EDB72F44-9D5C-4FBC-9488-C19D5A6A962D}",,20.00,10.00,0.60,
"{31A14A3B-12EE-44B6-857F-54944A1510CE}","{B7F79E88-ACE8-40E2-9892-D1CC3EDAF830}","P",20.00,10.00,1.05,
"{32165C3A-53CA-42FF-A2BF-A39178F156A8}","{FA86A3AE-66BF-4779-B2CA-BFED52EB7B2C}","P",20.00,10.00,0.56,"crew: KP, AC, TO, MY; seine#2"
"{32DC9446-E352-4A38-B537-CC9E5A46377D}","{EB4AEF93-D501-4AB7-B8E1-2872C3D643BD}","P",20.00,10.00,0.57,
"{32E588B2-ADB6-4C3C-8699-9B52D93EFE57}","{0D71A781-7971-402C-B573-4B8A24B4406A}","P",20.00,10.00,1.05,"seine#2"
"{3309C7F9-C805-40C2-BF9F-996A4F5FFA20}","{DE0B7BA9-75BD-4FB6-92AC-3252AFAB744F}","P",20.00,10.00,1.04,
"{334ED410-F826-4C05-9CA3-204490FA40B6}","{364577CE-E0D3-4A73-96BD-AAFDBBE86995}","P",20.00,10.00,0.90,
"{33C4C26F-9B78-4BBC-ABCC-3A0C9A8AE586}","{795DD7DF-C83F-462D-AA2D-8EE22B6EB7D4}",,20.00,10.00,,
"{33DBCC4F-AF56-4AF3-82E1-805DE8090AB4}","{06090B75-F30F-40AE-81AB-CDA11A63EAF4}",,20.00,10.00,,
"{33F6D65F-6438-4DB3-8532-EF2BAB4FD2B7}","{76558129-0736-4C67-ABF7-85D97B365AF4}","P",20.00,10.00,1.10,
"{33FDDFC7-9317-41B6-9D35-9C067144327F}","{FB36E7DA-9DDD-410E-ABA7-325578B8D105}",,20.00,10.00,,
"{345B43A1-4224-4E71-9EB2-F930DC8691E0}","{0E450928-6D93-47B6-B9D4-19B132B2D10D}","P",20.00,10.00,0.72,
"{34696EC7-AB73-4A97-89ED-A1F374DF657A}","{831592B6-90D9-4BBC-B872-807E9213D821}","P",20.00,10.00,0.98,
"{34CA9703-D28E-4A7E-83AA-3D2FAA8A2C95}","{7BBD3C88-DC83-4D5C-85F5-1467BAB36593}",,20.00,10.00,,
"{3571B130-DD95-48FE-B4BA-DADE586D33A8}","{987BADA4-0040-4BF9-B791-91533E14BFA6}","P",20.00,10.00,0.97,
"{359BF8FB-5D19-4400-A4F8-B17DBB06784A}","{951AE553-F28D-4BA6-9C0B-118A5E28CF9A}",,20.00,10.00,,
"{35D0DBAD-71AB-4EFE-89E5-9B9E021DB718}","{7A9F4CE1-740F-403C-B8D8-2B6EEEB4A51C}","P",20.00,10.00,0.65,"crew: AW, MM; seine#1"
"{362E4B45-6A01-4AD6-B55A-5080D4041FD0}","{37EB95D9-F9FA-4DEC-8512-902252D98E95}",,20.00,10.00,,
"{3630FF65-23AC-424B-9126-636923FE5FDC}","{F8C2C994-A54E-4F8F-B3AC-4D6A8503C1C9}","P",20.00,10.00,0.95,"crew: SM, AW, JD; seine#1"
"{36A22C4F-F539-40A0-B4DF-0060B9C7F67D}","{4778428F-E0C7-40F6-9199-F15801513102}","J",20.00,10.00,0.80,"seine#3"
"{36ACFF52-7D1B-445F-A1DC-5470606D68F5}","{4B9558B0-CC46-47D5-A15D-0BEAD22E1AAA}","P",20.00,10.00,0.94,
"{36AF9657-DA02-475C-8A6C-80FDFB316659}","{83A570EF-BC54-4104-8D7B-62FB162581E9}","P",20.00,10.00,0.53,
"{36B03691-4B8D-41F1-915D-CC5780A5F62D}","{06D1AD3B-D687-4F43-9ADD-6BCA207373AC}",,20.00,10.00,0.50,
"{36CA4FB0-0782-480F-A589-9DC462D67BA9}","{ACD0E9A8-3569-4B9B-9926-F50402AAFA26}","P",20.00,10.00,0.97,
"{377F52D3-97BE-4573-AFA3-5BAAA871635E}","{FE14C593-AEFD-466A-A562-6353A3FB53BD}",,20.00,10.00,,
"{379A908E-161E-4439-8992-B37249B5D1D7}","{55384157-1F5B-4A76-B075-966829E805D6}","J",20.00,10.00,,"crew: JD, MM, AW, Alex Parker; seine#3"
"{37C8071E-9A2C-43F8-8C37-3418E22E214A}","{5C1E0F44-C7EC-43DD-9C17-C013E6CB040C}","P",20.00,10.00,1.10,
"{37E0581D-1F94-416B-BFCA-F74F35B5CA5F}","{E8FCEAEE-857B-46F4-8BE1-7864253E171F}","P",20.00,10.00,0.80,
"{37EFBE20-B6F6-4003-9B27-4E5F9DE5C390}","{A450B2D8-2206-47F1-AB9F-11EC1F8EB2A3}","P",20.00,10.00,1.00,"crew: JD, MM, AW; seine#2"
"{38553136-B07D-4C70-8960-E5FD4DF6D421}","{87D4A333-9390-4BB7-A151-C868140A6875}",,20.00,10.00,0.70,
"{38641F59-1A30-45E2-86D9-2748815A5FE7}","{CE08472B-E7F0-4869-AA63-15A2BDF2AF3E}","P",20.00,10.00,1.07,
"{38E83F44-9105-4D36-8D64-FC1416A81C3E}","{BF8E0CB8-DEDA-4BD2-BCF4-27C6EDF32E02}","P",20.00,10.00,0.84,
"{39190392-8EC5-4674-B1CA-BDE88F992684}","{B2F67A8B-F467-40F1-A0FA-BBD40C0EE606}",,20.00,10.00,0.90,"crew: Sabra Purdy, John Durand, Cameron Zuber, Alpa Wintzer"
"{3962E7F1-CFE1-45DC-94EA-FC450EBFC698}","{4C4C2353-5FC8-4F72-86C4-D6C9F027A722}",,20.00,10.00,,
"{39A29B76-4CFB-4071-9429-21631652AADB}","{D96D336C-2FEA-468C-8C56-9638140C3E7D}","P",20.00,10.00,0.90,"crew: Jason Moore, Teejay O'Rear, Georgia Ramos; seine#1"
"{39FE5D9D-69E7-4B61-94CD-38821B55C8D7}","{6891A4BB-2992-4A3A-BC50-8CA0578DEBA2}","P",20.00,10.00,0.70,
"{3A19E17B-6E5E-4257-949C-96A35CC6449A}","{1B755C8A-EEBB-4C10-9301-D5DE189ED6BA}","J",20.00,10.00,0.50,"seine#3"
"{3A93662A-82BE-4065-B75F-D359E187EBBE}","{2EA9A067-1971-46CD-AB07-A6FD3180C288}","P",20.00,10.00,0.93,
"{3A95B104-D1C6-4A06-901D-16B0B037CFB9}","{D5C58875-0123-42BC-A0EC-C4A8C8A33AAA}","P",20.00,10.00,0.63,"seine#1 (by rocks)"
"{3AA1A52E-6164-41C7-9D8C-ADEE97E596D6}","{81FB1697-E8FF-488D-9C43-6DC6BA788CCC}","P",20.00,10.00,1.04,
"{3B10F5B1-5CCB-4BCD-99DD-CD1F4DFAB728}","{1771DC92-48CA-4083-B5DC-725A18D1F281}",,20.00,10.00,1.20,"high tide incoming fast"
"{3B36C55D-8C0F-4E67-A27D-1FCC7B6F0F0B}","{902B76D2-E3CE-49CD-825B-3207FA3F5898}","P",20.00,10.00,1.04,
"{3B3E00EA-2917-4591-8DAE-3A6A75564B22}","{3B980B4A-4BE5-44B9-B53D-D0D321E1CA04}","P",20.00,10.00,1.10,
"{3B4332F7-65D9-4702-A671-3C155E495E76}","{37B07F5D-C6E8-4878-B13D-087770D2AA77}",,20.00,10.00,0.90,"crew: RS, AR, HI; seine#2"
"{3B58F917-9A61-4301-970F-04E06FE4975C}","{F2BB06E3-1889-455D-9861-42CB92B258BD}","P",20.00,10.00,1.20,
"{3B705844-9331-4551-B653-49539F92BB4F}","{95B45592-17C0-4D48-A2A0-EE7A84CF0D43}","P",20.00,10.00,0.55,
"{3BA27988-5872-4871-8E04-2BB4DB2A40F6}","{B7ED6D97-8A65-48D7-90EB-EB9222960BB0}","P",20.00,10.00,0.55,
"{3BC44ABE-7892-463D-8279-4906B73F112B}","{9791FCB0-C1EB-4BF6-BEFC-3DCFDFF972A4}","P",20.00,10.00,0.80,"crew: AC, TO, RL; seine#1"
"{3C260DC3-1A05-4374-8B40-332BB357C82A}","{DEE92110-9FF3-4194-A4D2-457D5C2F37DB}","P",20.00,10.00,0.28,
"{3C37658E-376F-4129-8745-13A0426C3A1F}","{08864465-42CD-4C95-8A29-40D7AC6D6B66}",,20.00,10.00,,
"{3C673DAC-731C-4164-82FD-FC44DAC5CCD2}","{1F1807F2-3ABA-4C03-A448-F200F8381E16}","P",20.00,10.00,0.85,
"{3C83ADA8-2107-46D2-B8E3-0D3A5B671D71}","{F22D0D54-832E-45C5-B041-713337059F19}","P",20.00,10.00,0.91,
"{3CAC670E-E7ED-43BE-9247-7F1056E950B2}","{FFA26237-93B3-45A1-BFAC-5FF8E07F2E5F}",,20.00,10.00,1.20,
"{3CAFB4A9-AA67-49CC-927E-47305925F530}","{C4032A5B-2965-42CA-9D37-119B0487F2C9}","P",20.00,10.00,0.75,
"{3CF3B817-6311-4BB2-B8F8-70FD6A870B86}","{1A5B90EB-742E-4394-9E19-45E43449D581}",,20.00,10.00,1.10,"crew: RS, PC, AW; seine#1"
"{3CF9DACB-CCF2-469F-9AA4-40E3966B10AC}","{7A547748-C644-4D0A-BD05-1DD5BE12DC1D}","P",20.00,10.00,0.45,"crew: AM, TO, NB; seine#1"
"{3D1222F0-22B8-435F-8225-9C77049B54CB}","{3E1C8EA2-CDF9-4D9D-B17D-9218D7D000DC}",,20.00,10.00,1.60,
"{3D17A3D7-E665-490E-867C-7A6A3077D832}","{800D8FBF-C230-4A53-AFED-AB5B3C8AE1D4}","P",20.00,10.00,1.10,"\"
"{3D614F91-D569-4DB7-9F1D-70DA4DDE41C1}","{0BF36A52-C440-463A-867B-2763E8760D88}","P",20.00,10.00,1.10,"crew: TO, JF, WL, VC; seine#1"
"{3D9CA809-D3D0-4DAD-AF23-4BB679C72D62}","{9A90473A-959D-4F10-B121-6AF9B6854660}","P",20.00,10.00,0.60,"crew: TO, NM, BT, MC; amphipod rank = 2; seine#2"
"{3DA47104-4020-448A-8473-44080E3CD120}","{45776EF2-0AE6-44EE-928B-C435ED29F3A9}","P",20.00,10.00,1.07,
"{3DDCF0D6-736F-4E68-8692-3C2C74531700}","{FC5BD577-1DA6-43CA-AC33-111B09584FF3}",,20.00,10.00,,
"{3DE7A6AB-9E02-474C-81A2-03B4A30C9962}","{15B66187-8037-4A30-B393-616DD0CA9B5D}","P",20.00,10.00,1.05,
"{3E150C87-8CB7-42BE-8265-1F14D2AA909F}","{736ABBC6-671B-43CA-990C-CA1578D11DAD}","P",20.00,10.00,1.10,
"{3E19250D-80D0-4391-9B28-75C5DF166E9B}","{F7E23CB8-6669-45D8-861B-BFFB9A689635}","J",20.00,10.00,0.90,"crew: CZ, SP, MB, RQ"
"{3E33A492-7C53-4A80-8ADD-6E7ECAD31CD1}","{5AF11518-3236-4DD0-9DC4-34C5A7F9AF9B}","P",20.00,10.00,1.10,
"{3E342781-7CC0-4EE0-AACA-5CFECA34E04D}","{E7002FAD-5390-47F5-A454-F6510925EFB5}","P",20.00,10.00,0.67,
"{3E7DDB18-D8F6-49E0-8F43-189248A42F68}","{00AE5438-5992-46DD-8090-12CFAE2F2000}","P",20.00,10.00,1.02,
"{3EB1DCC1-5F45-4446-84DB-86827DCA2FC3}","{A8082318-C791-4E80-9FE0-4EBE84904826}","P",20.00,10.00,0.88,
"{3EBAD674-0E87-4778-8689-0AF76133F1DB}","{D39CA4CF-597A-40B7-A077-18D96DCD7ECC}",,20.00,10.00,0.50,
"{3EDB59FF-F99D-4548-89FA-F53B4079EC2C}","{11C0D7D3-65F9-449C-8DB5-5254EDE50C30}","P",20.00,10.00,0.55,
"{3EE317C4-B09B-4B53-975A-E1686D488E32}","{28F3F97F-42CC-47AC-9FAA-97A1E8CA00A3}",,20.00,10.00,1.30,
"{3EEF34ED-36F5-41BE-84D4-F5DE62A26535}","{9A7CC369-0635-458E-A774-0AE20701E60A}",,20.00,10.00,0.70,
"{3F6265D9-62FE-47EB-AAA5-159271663892}","{39DD0C56-111F-4510-ACA4-7DB9188FDC05}",,20.00,10.00,,
"{3F7389E3-094E-43E1-B603-4DE84E1BD935}","{935CB01F-8256-409C-8C26-64AEFD0D290E}","P",20.00,10.00,0.45,"seine#2"
"{3F7F6743-D026-48CF-B637-716C82972C86}","{E4C47075-7C10-4990-BD0F-B763232A650B}","P",20.00,10.00,0.82,
"{3FBE6237-45CE-4FC4-AA94-34A68305E319}","{55AA0B7C-2166-4D6B-B9F6-D8D5153EEEEA}","P",20.00,10.00,1.08,
"{3FE11D5C-2314-4D97-A1B3-C2657AF5BDCC}","{E69B6723-7108-4FF7-9F96-295FB4F39940}",,20.00,10.00,0.65,
"{3FE2B6F0-C6DB-4359-84C8-A38451F44CB3}","{6906AC67-E6C9-4E62-BD15-DF23B0CBFF6D}","J",20.00,10.00,,"seine#3; crew: JD, DD, SM"
"{405D6E3F-0049-4F72-B204-319516BED7A8}","{DC2D23E6-D187-426B-9347-B6A159B54BC3}","P",20.00,10.00,0.60,
"{40B74AC4-7350-441B-AC47-5F9AB24D5120}","{D1BAC1C6-A9FA-454D-A292-E00479C3C410}","P",20.00,10.00,0.80,
"{41155B93-7536-440B-A5F8-269B3A7D40CC}","{9BAF156A-566B-40A5-AD6B-A8B42C8074F9}",,20.00,10.00,0.90,
"{4132FC1A-8B00-4B4B-985C-28E888B269AA}","{447026DD-A3AE-4C08-A9A2-9748C3BE362F}","P",20.00,10.00,0.95,
"{4185636F-67D8-44C6-92CE-B382BDC0CA25}","{D5A23C46-14DC-4787-BF73-610D120633D7}","P",20.00,10.00,1.04,
"{41907FE3-8DA2-45F5-A673-27EEF38482DF}","{13E8516B-A849-4576-9591-2DF0D7AD1222}",,20.00,10.00,1.00,
"{41BA7D26-72BF-4BE8-B403-9DD643D23D9B}","{EE41F35F-5C92-480E-89F5-2D1F63297F8E}","P",20.00,10.00,1.00,
"{41C91CFB-8E5C-4E25-880E-6161CAE7B12E}","{C18E9193-6EBA-4010-92E0-66D7641A321D}","P",20.00,10.00,0.65,"crew: TO, AC, JM, BH; seine#1"
"{41F4E703-C4CF-44D7-BAA0-17EEA2043E15}","{BC644A1A-7D69-465F-BE0F-BC6939210205}",,20.00,10.00,1.00,
"{42279447-F61D-45D8-A0FC-85E4C16A1B6A}","{9A8A73E6-145D-4134-B4C0-9D57BB01A2A0}",,20.00,10.00,,
"{42491CE5-9CA3-4B89-8635-0C9F2409AC0C}","{1B1B5C45-7250-4E76-96A3-171773F93DB5}","P",20.00,10.00,0.97,
"{425DF7F1-EE86-4B26-94C6-4E71878FE719}","{7933BAC1-A219-4383-A354-C77D3ABAD358}",,20.00,10.00,1.50,"old stool in net"
"{42793598-7D2A-42C4-AE53-0A75B9F3E159}","{233F0DD5-03EB-4586-B541-06256FF77DB1}","P",20.00,10.00,1.00,"seine#2"
"{42ADFB88-D63E-4A50-A4DB-A898AE9388BC}","{FE95D9B2-2804-4316-B033-36A6968D0273}","P",20.00,10.00,1.06,
"{42C2FE81-77B6-48D8-8C39-6017B13D2E8D}","{165306B0-8B6C-4608-9D1F-3C93B5F5C3D3}","P",20.00,10.00,1.00,"seine#1; crew: AW, JD, MM, Alex Parker"
"{42D2C2D1-B518-4100-9C7E-5796BE51B469}","{F11CCE5E-27C7-49D0-A65F-8D27DA25842B}",,20.00,10.00,1.00,"no depth taken"
"{42E378FC-2D26-4DED-830A-47ECAEC5F049}","{DA5CE45D-52EE-497E-AF3B-4DA140BF1C07}",,20.00,10.00,,
"{42EDAF49-60AD-44E4-AE96-F2A7598C1FB0}","{418DC816-6090-48F1-93A3-93EAF8A55133}",,20.00,10.00,,
"{432F1737-4786-430C-875F-D4233EDC691A}","{39635DFE-3C36-40AC-8E63-210D50AA3CD9}","P",20.00,10.00,0.60,
"{43352E74-BD89-42A6-A890-581864795FE6}","{F6B7E726-2FF4-4CE8-9909-DFE9C6332424}","J",20.00,10.00,1.00,"crew: AW, MM, TO, Mac; seine#4"
"{43494D4B-EEE3-481F-A731-A28B0BBD7AB1}","{C827192A-21A6-40E1-B8D3-0234ADA6BC7A}",,20.00,10.00,,
"{438A29BE-187D-4A01-9DAE-A8F6AC20A718}","{9D41F42F-C14B-44F1-A43A-BE16BA5A57BC}","J",20.00,10.00,1.00,"windy"
"{43A066BB-9161-44CD-A7B0-8D86C0BAE670}","{8E2DB750-8BA8-4082-877F-EBC7DBFCBE2F}","P",20.00,10.00,1.10,"seine#1"
"{4405776A-23D5-407D-877D-1A9D6FCE5398}","{48C5FE07-BBFD-4048-8587-970B09C92AE1}",,20.00,10.00,,
"{441971ED-F8DA-4369-B2F0-37072F546A15}","{4D8EEDC1-6DEF-4994-800B-ACE1CCC792A3}",,20.00,10.00,1.20,"beach almost gone"
"{44551AB4-30FE-4BAF-B787-D235C4A442FA}","{86627394-0979-4494-888F-6EB12CBF92DB}","P",20.00,10.00,0.50,"crew: NB, PC, PC, TO; seine#2"
"{445551F2-6894-4B67-9D8F-F676D9EF66A7}","{38394AE3-1CCA-48C0-B308-68502491618C}","P",20.00,10.00,0.67,"seine#1"
"{44673FDA-3F1E-4704-AC5F-41D285C51478}","{E06E9D5D-38BB-4F5D-941D-3F684E4C062C}","P",20.00,10.00,1.02,
"{45012864-F314-4185-91DD-8F4F08521863}","{A40D3336-F9F3-478E-88E7-41E6BD2BD9F3}","J",20.00,10.00,1.10,"crew: AW, CZ, JD, SP"
"{456AAB52-A689-45F0-B220-0453D66F22AC}","{513B52AA-65FE-4969-B590-98AFCCEB80E8}","P",20.00,10.00,0.70,"crew: TO, JM, MT; seine#3"
"{459CFBF7-758F-4155-A60E-DE2A4B26879C}","{6D7E91BB-79A2-49F1-A059-53303FD942DC}","P",20.00,10.00,0.86,
"{45D96596-9FE6-462F-B8A0-F90444A9D492}","{6019C153-954F-4B7E-960A-D5C676C6FEF2}","P",20.00,10.00,0.90,
"{45DBE08E-C5A1-47E9-869C-FE67FA22137D}","{9B534654-3F0B-4A9F-95E1-127A337CBC78}",,20.00,10.00,,
"{4610DDD6-2E76-4313-A645-A84FE23A9A5B}","{3486EB44-FF39-4CAB-B7E9-C6B03F0B11B9}","P",20.00,10.00,0.93,
"{4646A5D7-60D4-4D72-BA23-92113B2FBF6E}","{463368B8-5E27-4E12-84DB-01AE7D1887C5}","P",20.00,10.00,0.55,
"{464B4745-68AF-4FA4-8B74-A62457FE2C81}","{C2D45A0E-8095-451A-BA36-99E6ECC05D3F}","P",20.00,10.00,0.90,"crew: LC, TO, NB; seine#2"
"{4657EA90-5309-472D-B3A3-17900EB576ED}","{194FD8A9-CAF9-446E-A7CA-4B308262C9C2}",,20.00,10.00,0.50,
"{46583C08-F811-4FD9-8D84-DC195CE1A6BB}","{A602219E-39E2-42FF-B96A-2D07FC1A67B2}",,20.00,10.00,,
"{4663C5D5-477C-4AE0-8251-3AB8065CA7FD}","{105BA916-B117-45CD-88DB-6DF013FE365A}",,20.00,10.00,0.50,
"{469FAEB8-FF5A-44A7-848A-39DE67966081}","{5EEDDE38-2396-4BB7-AD2D-534AF8A6C023}","J",20.00,10.00,0.65,
"{46E8EA36-1F98-41BE-A90C-370BD4A30460}","{2657BA71-5ADF-4C09-A12C-EEB601EB2FDF}","P",20.00,10.00,1.00,
"{46FDD587-3EB9-4874-BFF9-96CD1AF06926}","{B5AA6678-30FD-43F6-9C4E-B84EB874ADAF}",,20.00,10.00,,
"{473045EC-C82F-49FA-BE59-4D6DA69F2A69}","{39880BB3-AFB2-400E-9268-78F4B2D67F46}","P",20.00,10.00,0.65,
"{47355A98-68EA-413D-BC51-71C014479F80}","{BC367EB5-5637-419E-B0AA-4C1AEEFF46FD}",,20.00,10.00,1.10,"EXO:10"
"{4774BBF3-0F3D-4D9A-A2F7-AE9BB2D67806}","{C9C86765-2D81-4A1E-AF9D-F59A59F349F0}","P",20.00,10.00,1.00,
"{4777CFF2-C380-42EF-A668-6FAEA03CC402}","{B7370A17-683A-4416-8D11-415069DEADFF}",,20.00,10.00,0.50,"tide high"
"{478E151B-A526-4208-BFE1-3D88F338EB96}","{829689B8-21B6-4C55-9429-5FB305D76C24}",,20.00,10.00,,
"{4796090E-78B7-4C1B-9F6D-D6196F21B3CE}","{DB4050B5-4F39-4114-8D1F-B6755058882E}","P",20.00,10.00,1.03,
"{47E18CEB-9DF7-42D2-88C1-59C01E2ED8A1}","{E930C48E-40C2-473C-ABB5-676F8E49BAB7}",,20.00,10.00,0.80,
"{480CEECA-DC46-4CFB-BF96-53DFD2943430}","{13965DFE-9B27-46A1-9473-86401D761B5B}","P",20.00,10.00,0.94,
"{482714EF-7A37-4C10-932B-93AEF56E3C23}","{E1D59609-371F-4E7D-AE76-3E3E42E7EEA4}",,20.00,10.00,,
"{485592D5-5D0C-492D-A223-E409D75E8A0A}","{E194A3C6-492D-4CE1-BFD3-FC8DA51B1162}",,20.00,10.00,,
